"Year","Quarter","Fleet","Area","Catch_lbs"
2013,4,"UScom","NNC",8967.62639191138
2014,1,"UScom","NNC",10621.44
2014,2,"UScom","NNC",318460.220459271
2014,3,"UScom","NNC",197693.969913027
2014,4,"UScom","NNC",6567.99877076343
2015,1,"UScom","NNC",8339.95832132195
2015,2,"UScom","NNC",246412.772017708
2015,3,"UScom","NNC",160549.790407033
2015,4,"UScom","NNC",360.389197776013
2016,1,"UScom","NNC",3382.8
2016,2,"UScom","NNC",308845.731314187
2016,3,"UScom","NNC",136928.947743611
2016,4,"UScom","NNC",7684.76939227215
2017,1,"UScom","NNC",2093.98758938
2017,2,"UScom","NNC",172650.133970881
2017,3,"UScom","NNC",67459.6625689014
2017,4,"UScom","NNC",9697.36014883245
2018,1,"UScom","NNC",1674.14055959566
2018,2,"UScom","NNC",112806.856641314
2018,3,"UScom","NNC",60414.6879840282
2018,4,"UScom","NNC",13097.0840558088
2019,1,"UScom","NNC",494.642296558238
2019,2,"UScom","NNC",210857.899942796
2019,3,"UScom","NNC",78916.429565487
2019,4,"UScom","NNC",12780.2607838309
2020,1,"UScom","NNC",137.182206405694
2020,2,"UScom","NNC",42514.5631472917
2020,3,"UScom","NNC",22117.2377158861
2020,4,"UScom","NNC",1696.39710114631
2021,1,"UScom","NNC",314.64
2021,2,"UScom","NNC",12854.3805684324
2021,3,"UScom","NNC",21534.5250682665
2021,4,"UScom","NNC",3952.26771420846
2022,1,"UScom","NNC",184.92818011257
2022,2,"UScom","NNC",18559.3767669907
2022,3,"UScom","NNC",17453.7048264274
2022,4,"UScom","NNC",2730.68480331001
1986,1,"UScom","VBM",4688.90943428137
1986,2,"UScom","VBM",322.241379310345
1986,3,"UScom","VBM",0
1986,4,"UScom","VBM",0
1987,1,"UScom","VBM",14984.8288612645
1987,2,"UScom","VBM",1599.83783783784
1987,3,"UScom","VBM",0
1987,4,"UScom","VBM",0
1988,1,"UScom","VBM",47887.3241467881
1988,2,"UScom","VBM",0
1988,3,"UScom","VBM",0
1988,4,"UScom","VBM",0
1989,1,"UScom","VBM",96598.8404325827
1989,2,"UScom","VBM",0
1989,3,"UScom","VBM",0
1989,4,"UScom","VBM",0
1990,1,"UScom","VBM",1513.64013596193
1990,2,"UScom","VBM",18685.8177699902
1990,3,"UScom","VBM",29531.0827466163
1990,4,"UScom","VBM",56928.5060493973
1991,1,"UScom","VBM",1462.04579265815
1991,2,"UScom","VBM",24392.0850196575
1991,3,"UScom","VBM",52979.9762301803
1991,4,"UScom","VBM",33856.2452804429
1992,1,"UScom","VBM",2215.85961225885
1992,2,"UScom","VBM",9493.85228126073
1992,3,"UScom","VBM",64177.1933127497
1992,4,"UScom","VBM",27715.9538573662
1993,1,"UScom","VBM",5660.08349908253
1993,2,"UScom","VBM",2159.09749838175
1993,3,"UScom","VBM",94052.9021171282
1993,4,"UScom","VBM",69275.86147293
1994,1,"UScom","VBM",0
1994,2,"UScom","VBM",362.664291912046
1994,3,"UScom","VBM",27715.9723839635
1994,4,"UScom","VBM",3210.81530073991
1995,1,"UScom","VBM",1063.98552290198
1995,2,"UScom","VBM",26354.2054407194
1995,3,"UScom","VBM",41042.8532503572
1995,4,"UScom","VBM",6114.25873551688
1996,1,"UScom","VBM",0
1996,2,"UScom","VBM",1606.9976542678
1996,3,"UScom","VBM",18454.3025920657
1996,4,"UScom","VBM",2308.98445595855
1997,1,"UScom","VBM",0
1997,2,"UScom","VBM",385.872888934338
1997,3,"UScom","VBM",67132.7526334596
1997,4,"UScom","VBM",8976.57776638629
1998,1,"UScom","VBM",0
1998,2,"UScom","VBM",116.063913612723
1998,3,"UScom","VBM",25190.293311188
1998,4,"UScom","VBM",20685.8196207358
1999,1,"UScom","VBM",0
1999,2,"UScom","VBM",0
1999,3,"UScom","VBM",43096.0210781396
1999,4,"UScom","VBM",4881.55404232999
2000,1,"UScom","VBM",0
2000,2,"UScom","VBM",0
2000,3,"UScom","VBM",2637.05563550016
2000,4,"UScom","VBM",1667.7677667721
2001,1,"UScom","VBM",0
2001,2,"UScom","VBM",0
2001,3,"UScom","VBM",15041.2698323555
2001,4,"UScom","VBM",3039.10933783587
2002,1,"UScom","VBM",0
2002,2,"UScom","VBM",6764.01707519802
2002,3,"UScom","VBM",33319.1108210041
2002,4,"UScom","VBM",1298.1400189476
2003,1,"UScom","VBM",0
2003,2,"UScom","VBM",1328.57155147593
2003,3,"UScom","VBM",414.352254282037
2003,4,"UScom","VBM",1157.04274860467
2004,1,"UScom","VBM",0
2004,2,"UScom","VBM",0
2004,3,"UScom","VBM",490.961181399298
2004,4,"UScom","VBM",928.605979404353
2005,1,"UScom","VBM",0
2005,2,"UScom","VBM",0
2005,3,"UScom","VBM",1007.75157669954
2005,4,"UScom","VBM",424.392161905709
2006,1,"UScom","VBM",0
2006,2,"UScom","VBM",0
2006,3,"UScom","VBM",1002.54568682171
2006,4,"UScom","VBM",718.206216308354
2007,1,"UScom","VBM",0
2007,2,"UScom","VBM",0
2007,3,"UScom","VBM",29.2068693014863
2007,4,"UScom","VBM",7.47152398154856
2008,1,"UScom","VBM",0
2008,2,"UScom","VBM",0
2008,3,"UScom","VBM",466.030442773126
2008,4,"UScom","VBM",78.2086369394963
2009,1,"UScom","VBM",0
2009,2,"UScom","VBM",0
2009,3,"UScom","VBM",371.223992241173
2009,4,"UScom","VBM",69.7189764897958
2010,1,"UScom","VBM",0
2010,2,"UScom","VBM",0
2010,3,"UScom","VBM",461.63111721589
2010,4,"UScom","VBM",576.939875015118
2011,1,"UScom","VBM",0
2011,2,"UScom","VBM",0
2011,3,"UScom","VBM",309.262138053878
2011,4,"UScom","VBM",0
2012,1,"UScom","VBM",0
2012,2,"UScom","VBM",0
2012,3,"UScom","VBM",58.2181360723215
2012,4,"UScom","VBM",0
2013,1,"UScom","VBM",0
2013,2,"UScom","VBM",0
2013,3,"UScom","VBM",442.260268654644
2013,4,"UScom","VBM",1568.87613016672
2014,1,"UScom","VBM",0
2014,2,"UScom","VBM",0
2014,3,"UScom","VBM",492.91160890421
2014,4,"UScom","VBM",16.690199097509
2015,1,"UScom","VBM",0
2015,2,"UScom","VBM",17.0038621316588
2015,3,"UScom","VBM",427.856614299335
2015,4,"UScom","VBM",135.533280381255
2016,1,"UScom","VBM",0
2016,2,"UScom","VBM",0
2016,3,"UScom","VBM",361.669512109536
2016,4,"UScom","VBM",113.844923578981
2017,1,"UScom","VBM",0
2017,2,"UScom","VBM",0
2017,3,"UScom","VBM",952.575144264768
2017,4,"UScom","VBM",344.481267404089
2018,1,"UScom","VBM",204.529360717385
2018,2,"UScom","VBM",0
2018,3,"UScom","VBM",396.41192555318
2018,4,"UScom","VBM",239.795849988814
2019,1,"UScom","VBM",0
2019,2,"UScom","VBM",0
2019,3,"UScom","VBM",93.2664251321471
2019,4,"UScom","VBM",0
2020,1,"UScom","VBM",0
2020,2,"UScom","VBM",0
2020,3,"UScom","VBM",215.095206050191
2020,4,"UScom","VBM",318.58264204966
2021,1,"UScom","VBM",0
2021,2,"UScom","VBM",0
2021,3,"UScom","VBM",584.444770508371
2021,4,"UScom","VBM",81.4416192083783
2022,1,"UScom","VBM",0
2022,2,"UScom","VBM",0
2022,3,"UScom","VBM",579.498082130837
2022,4,"UScom","VBM",324.271910321477
1986,1,"UScom","NED",120
1986,2,"UScom","NED",15.3448275862069
1986,3,"UScom","NED",0
1986,4,"UScom","NED",0
1987,1,"UScom","NED",120
1987,2,"UScom","NED",15.6846846846847
1987,3,"UScom","NED",0
1987,4,"UScom","NED",0
1988,1,"UScom","NED",995.862600459722
1988,2,"UScom","NED",0
1988,3,"UScom","NED",0
1988,4,"UScom","NED",0
1989,1,"UScom","NED",3683.38853628813
1989,2,"UScom","NED",0
1989,3,"UScom","NED",0
1989,4,"UScom","NED",0
1990,1,"UScom","NED",0
1990,2,"UScom","NED",0
1990,3,"UScom","NED",2518.38515034577
1990,4,"UScom","NED",439.230899933584
1991,1,"UScom","NED",0
1991,2,"UScom","NED",2132.2571919201
1991,3,"UScom","NED",13662.3291391017
1991,4,"UScom","NED",415.41381831531
1992,1,"UScom","NED",0
1992,2,"UScom","NED",0
1992,3,"UScom","NED",6227.14863297097
1992,4,"UScom","NED",0
1993,1,"UScom","NED",0
1993,2,"UScom","NED",0
1993,3,"UScom","NED",1649.81782163953
1993,4,"UScom","NED",13.3484710017575
1994,1,"UScom","NED",91.2680514661396
1994,2,"UScom","NED",0
1994,3,"UScom","NED",2995.88072519084
1994,4,"UScom","NED",0
1995,1,"UScom","NED",0
1995,2,"UScom","NED",0
1995,3,"UScom","NED",0
1995,4,"UScom","NED",0
1996,1,"UScom","NED",0
1996,2,"UScom","NED",0
1996,3,"UScom","NED",0
1996,4,"UScom","NED",0
1997,1,"UScom","NED",0
1997,2,"UScom","NED",0
1997,3,"UScom","NED",0
1997,4,"UScom","NED",0
1998,1,"UScom","NED",0
1998,2,"UScom","NED",0
1998,3,"UScom","NED",0
1998,4,"UScom","NED",0
1999,1,"UScom","NED",0
1999,2,"UScom","NED",0
1999,3,"UScom","NED",988.853167055858
1999,4,"UScom","NED",0
2000,1,"UScom","NED",0
2000,2,"UScom","NED",0
2000,3,"UScom","NED",0
2000,4,"UScom","NED",0
2001,1,"UScom","NED",0
2001,2,"UScom","NED",0
2001,3,"UScom","NED",0
2001,4,"UScom","NED",0
2002,1,"UScom","NED",0
2002,2,"UScom","NED",0
2002,3,"UScom","NED",0
2002,4,"UScom","NED",0
2003,1,"UScom","NED",0
2003,2,"UScom","NED",0
2003,3,"UScom","NED",0
2003,4,"UScom","NED",0
2004,1,"UScom","NED",0
2004,2,"UScom","NED",0
2004,3,"UScom","NED",193.25067778483
2004,4,"UScom","NED",0
2005,1,"UScom","NED",0
2005,2,"UScom","NED",0
2005,3,"UScom","NED",0
2005,4,"UScom","NED",0
2006,1,"UScom","NED",0
2006,2,"UScom","NED",0
2006,3,"UScom","NED",0
2006,4,"UScom","NED",0
2007,1,"UScom","NED",0
2007,2,"UScom","NED",0
2007,3,"UScom","NED",0
2007,4,"UScom","NED",0
2008,1,"UScom","NED",0
2008,2,"UScom","NED",0
2008,3,"UScom","NED",0
2008,4,"UScom","NED",0
2009,1,"UScom","NED",0
2009,2,"UScom","NED",0
2009,3,"UScom","NED",0
2009,4,"UScom","NED",0
2010,1,"UScom","NED",0
2010,2,"UScom","NED",0
2010,3,"UScom","NED",0
2010,4,"UScom","NED",0
2011,1,"UScom","NED",0
2011,2,"UScom","NED",0
2011,3,"UScom","NED",0
2011,4,"UScom","NED",0
2012,1,"UScom","NED",0
2012,2,"UScom","NED",0
2012,3,"UScom","NED",0
2012,4,"UScom","NED",0
2013,1,"UScom","NED",0
2013,2,"UScom","NED",0
2013,3,"UScom","NED",0
2013,4,"UScom","NED",0
2014,1,"UScom","NED",0
2014,2,"UScom","NED",0
2014,3,"UScom","NED",0
2014,4,"UScom","NED",0
2015,1,"UScom","NED",0
2015,2,"UScom","NED",0
2015,3,"UScom","NED",0
2015,4,"UScom","NED",0
2016,1,"UScom","NED",0
2016,2,"UScom","NED",0
2016,3,"UScom","NED",0
2016,4,"UScom","NED",0
2017,1,"UScom","NED",0
2017,2,"UScom","NED",0
2017,3,"UScom","NED",0
2017,4,"UScom","NED",0
2018,1,"UScom","NED",0
2018,2,"UScom","NED",0
2018,3,"UScom","NED",0
2018,4,"UScom","NED",0
2019,1,"UScom","NED",0
2019,2,"UScom","NED",0
2019,3,"UScom","NED",0
2019,4,"UScom","NED",0
2020,1,"UScom","NED",0
2020,2,"UScom","NED",0
2020,3,"UScom","NED",0
2020,4,"UScom","NED",0
2021,1,"UScom","NED",0
2021,2,"UScom","NED",0
2021,3,"UScom","NED",0
2021,4,"UScom","NED",0
2022,1,"UScom","NED",0
2022,2,"UScom","NED",0
2022,3,"UScom","NED",0
2022,4,"UScom","NED",0
