area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Russian Federation",Industrial,Discards,Unreported,bottom trawl,,30.5435542307
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Direct human consumption,38.9341794933,70226.66994261782
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0194865763,4.078932059758651
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Other,0.0194865763,4.078932059758651
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Discards,Unreported,bottom trawl,,8.8104000000
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,unknown class,Direct human consumption,0.9990000000,4287.226181301
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0005000000,0.24901229595000002
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,unknown class,Other,0.0005000000,0.24901229595000002
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Spain",Industrial,Discards,Unreported,bottom trawl,,47.1669556952
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,57.5908483695,197717.9875618937
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0288242484,11.48393109017191
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.0288242484,11.48393109017191
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Spain",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,0.8900403839,3055.641625956535
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Spain",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.0004454657,0.17747893502992906
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","Spain",Industrial,Landings,Unreported,bottom trawl,Other,0.0004454657,0.17747893502992906
"Atlantic, Northwest",high_seas,2018,"Hippoglossus hippoglossus","Atlantic halibut","Large flatfishes (>=90 cm)","Flatfishes","United Kingdom",Industrial,Discards,Unreported,bottom trawl,,0.5784007417
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Estonia",Industrial,Discards,Unreported,bottom trawl,,0.0580464395
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Faeroe Isl. (Denmark)",Industrial,Discards,Unreported,bottom trawl,,0.5071066078
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Norway",Industrial,Discards,Unreported,bottom trawl,,1.7265899886
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Portugal",Industrial,Discards,Unreported,bottom trawl,,45.6509049258
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Portugal",Industrial,Landings,Reported,bottom trawl,Direct human consumption,1.9980000000,1656.1161604656
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Portugal",Industrial,Landings,Reported,bottom trawl,Other,0.0020000000,0.3380160978
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Russian Federation",Industrial,Discards,Unreported,bottom trawl,,0.3152900477
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Spain",Industrial,Discards,Unreported,bottom trawl,,33.4798833532
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.2416169262,201.79647697840085
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0001209294,0.020593500420455872
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.0001209294,0.020593500420455872
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Spain",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,0.0265778619,22.19761246762411
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Spain",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.0000133022,0.002265285046250151
"Atlantic, Northwest",high_seas,2018,"Melanogrammus aeglefinus","Haddock","Medium demersals (30 - 89 cm)","Cod-likes","Spain",Industrial,Landings,Unreported,bottom trawl,Other,0.0000133022,0.002265285046250151
"Atlantic, Northwest",high_seas,2018,"Molva dypterygia","Blue ling","Large demersals (>=90 cm)","Cod-likes","Faeroe Isl. (Denmark)",Industrial,Discards,Unreported,bottom trawl,,0.0034724177
"Atlantic, Northwest",high_seas,2018,"Molva dypterygia","Blue ling","Large demersals (>=90 cm)","Cod-likes","Norway",Industrial,Discards,Unreported,bottom trawl,,0.0030747383
"Atlantic, Northwest",high_seas,2018,"Caranx crysos","Blue runner","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Jamaica",Industrial,Landings,Reported,hand lines,Direct human consumption,0.0000033634,0.0031648752010247977
"Atlantic, Northwest",high_seas,2018,"Antimora rostrata","Blue antimora","Medium bathypelagics (30 - 89 cm)","Cod-likes","Spain",Industrial,Discards,Unreported,bottom trawl,,2.0105805525
"Atlantic, Northwest",high_seas,2018,"Anarhichas lupus","Atlantic wolffish","Large demersals (>=90 cm)","Perch-likes","Norway",Industrial,Discards,Unreported,bottom trawl,,1.0238749213
"Atlantic, Northwest",high_seas,2018,"Anarhichas lupus","Atlantic wolffish","Large demersals (>=90 cm)","Perch-likes","Norway",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.9985097000,1171.6183221733127
"Atlantic, Northwest",high_seas,2018,"Anarhichas lupus","Atlantic wolffish","Large demersals (>=90 cm)","Perch-likes","Norway",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0006269000,0.20101344149407
"Atlantic, Northwest",high_seas,2018,"Anarhichas lupus","Atlantic wolffish","Large demersals (>=90 cm)","Perch-likes","Norway",Industrial,Landings,Reported,bottom trawl,Other,0.0008634000,0.27684639557501994
"Atlantic, Northwest",high_seas,2018,"Anarhichas lupus","Atlantic wolffish","Large demersals (>=90 cm)","Perch-likes","Russian Federation",Industrial,Discards,Unreported,bottom trawl,,0.0209338148
"Atlantic, Northwest",high_seas,2018,"Anarhichas lupus","Atlantic wolffish","Large demersals (>=90 cm)","Perch-likes","Saint Pierre & Miquelon (France)",Industrial,Discards,Unreported,bottom trawl,,8.8104000000
"Atlantic, Northwest",high_seas,2018,"Anarhichas minor","Spotted wolffish","Large demersals (>=90 cm)","Perch-likes","Estonia",Industrial,Discards,Unreported,bottom trawl,,0.2851610921
"Atlantic, Northwest",high_seas,2018,"Anarhichas minor","Spotted wolffish","Large demersals (>=90 cm)","Perch-likes","Norway",Industrial,Landings,Reported,bottom trawl,Direct human consumption,1.9970194000,1558.4499509638615
"Atlantic, Northwest",high_seas,2018,"Anarhichas minor","Spotted wolffish","Large demersals (>=90 cm)","Perch-likes","Norway",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0012538000,0.037517693139476005
"Atlantic, Northwest",high_seas,2018,"Anarhichas minor","Spotted wolffish","Large demersals (>=90 cm)","Perch-likes","Norway",Industrial,Landings,Reported,bottom trawl,Other,0.0017268000,0.051671361072935997
"Atlantic, Northwest",high_seas,2018,"Anarhichas minor","Spotted wolffish","Large demersals (>=90 cm)","Perch-likes","Russian Federation",Industrial,Discards,Unreported,bottom trawl,,3.0262447813
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Canada",Industrial,Discards,Unreported,shrimp trawl,,0.0278453741
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Canada",Industrial,Discards,Unreported,gillnet,,0.0001141370
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Estonia",Industrial,Discards,Unreported,bottom trawl,,30.2774633956
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Estonia",Industrial,Landings,Reported,bottom trawl,Direct human consumption,60.3854109038,70438.61390148374
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Estonia",Industrial,Landings,Reported,bottom trawl,Other,0.0604458568,22.30598640055633
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Japan",Industrial,Discards,Unreported,bottom trawl,,123.3697334745
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Japan",Industrial,Landings,Reported,bottom trawl,Direct human consumption,78.9210000000,127361.64460326302
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Japan",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0395000000,20.16597825645
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Japan",Industrial,Landings,Reported,bottom trawl,Other,0.0395000000,20.16597825645
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Norway",Industrial,Discards,Unreported,bottom trawl,,0.9818924955
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Portugal",Industrial,Discards,Unreported,bottom trawl,,318.8522610377
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Portugal",Industrial,Landings,Reported,bottom trawl,Direct human consumption,205.7940000000,255685.34117754005
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Portugal",Industrial,Landings,Reported,bottom trawl,Other,0.2060000000,80.9685686652
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Discards,Unreported,bottom trawl,,17.8350861543
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Direct human consumption,14.1891485124,9332.515345024127
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0071016759,1.4776764401488782
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Russian Federation",Industrial,Landings,Reported,bottom trawl,Other,0.0071016759,1.4776764401488782
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Discards,Unreported,bottom trawl,,88.1040000000
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Direct human consumption,46.9530000000,73476.013289148
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0235000000,11.63392394725
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Saint Pierre & Miquelon (France)",Industrial,Landings,Reported,bottom trawl,Other,0.0235000000,11.63392394725
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Discards,Unreported,bottom trawl,,54.9755074998
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,58.5059050388,73242.59735517457
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0292822348,11.596965721675732
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.0292822348,11.596965721675732
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,1.8938327643,2370.858642710853
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.0009478642,0.3753931100658042
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","Spain",Industrial,Landings,Unreported,bottom trawl,Other,0.0009478642,0.3753931100658042
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","United Kingdom",Industrial,Discards,Unreported,bottom trawl,,1.8209346272
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","United Kingdom",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,1109.1205384615,1735173.123795327
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","United Kingdom",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.5551153846,233.13288361298095
"Atlantic, Northwest",high_seas,2018,"Hippoglossoides platessoides","American plaice","Small to medium flatfishes (<90 cm)","Flatfishes","United Kingdom",Industrial,Landings,Unreported,bottom trawl,Other,0.5551153846,233.13288361298095
"Atlantic, Northwest",high_seas,2018,"Hoplostethus mediterraneus mediterraneus","Mediterranean slimehead","Medium benthopelagics (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Discards,Unreported,bottom trawl,,0.0594456327
"Atlantic, Northwest",high_seas,2018,"Hoplostethus mediterraneus mediterraneus","Mediterranean slimehead","Medium benthopelagics (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,0.0011973735,3.348331052698128
"Atlantic, Northwest",high_seas,2018,"Hoplostethus mediterraneus mediterraneus","Mediterranean slimehead","Medium benthopelagics (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.0000005993,0.0005023936021893356
"Atlantic, Northwest",high_seas,2018,"Hoplostethus mediterraneus mediterraneus","Mediterranean slimehead","Medium benthopelagics (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,bottom trawl,Other,0.0000005993,0.0005023936021893356
"Atlantic, Northwest",high_seas,2018,"Gaidropsarus ensis","Threadfin rockling","Medium benthopelagics (30 - 89 cm)","Cod-likes","Spain",Industrial,Discards,Unreported,bottom trawl,,1.0874033044
"Atlantic, Northwest",high_seas,2018,"Gaidropsarus ensis","Threadfin rockling","Medium benthopelagics (30 - 89 cm)","Cod-likes","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.1126196540,217.2058501880571
"Atlantic, Northwest",high_seas,2018,"Gaidropsarus ensis","Threadfin rockling","Medium benthopelagics (30 - 89 cm)","Cod-likes","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0000563662,0.00847996814917814
"Atlantic, Northwest",high_seas,2018,"Gaidropsarus ensis","Threadfin rockling","Medium benthopelagics (30 - 89 cm)","Cod-likes","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.0000563662,0.00847996814917814
"Atlantic, Northwest",high_seas,2018,"Gaidropsarus ensis","Threadfin rockling","Medium benthopelagics (30 - 89 cm)","Cod-likes","Spain",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,0.0022523931,4.344117003761122
"Atlantic, Northwest",high_seas,2018,"Gaidropsarus ensis","Threadfin rockling","Medium benthopelagics (30 - 89 cm)","Cod-likes","Spain",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.0000011273,0.0001695993629835622
"Atlantic, Northwest",high_seas,2018,"Gaidropsarus ensis","Threadfin rockling","Medium benthopelagics (30 - 89 cm)","Cod-likes","Spain",Industrial,Landings,Unreported,bottom trawl,Other,0.0000011273,0.0001695993629835622
"Atlantic, Northwest",high_seas,2018,"Pandalus borealis","Northern prawn","Shrimps","Crustaceans","Faeroe Isl. (Denmark)",Industrial,Discards,Unreported,shrimp trawl,,0.9832081285
"Atlantic, Northwest",high_seas,2018,"Pandalus borealis","Northern prawn","Shrimps","Crustaceans","Spain",Industrial,Discards,Unreported,shrimp trawl,,6.0080905710
"Atlantic, Northwest",high_seas,2018,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Germany",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.9990000000,1494.737523243
"Atlantic, Northwest",high_seas,2018,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Germany",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0005000000,0.32216558559999997
"Atlantic, Northwest",high_seas,2018,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Germany",Industrial,Landings,Reported,bottom trawl,Other,0.0005000000,0.32216558559999997
"Atlantic, Northwest",high_seas,2018,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Portugal",Industrial,Landings,Reported,bottom trawl,Direct human consumption,9.9900000000,12244.49040285
"Atlantic, Northwest",high_seas,2018,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Portugal",Industrial,Landings,Reported,bottom trawl,Other,0.0100000000,5.278188792
"Atlantic, Northwest",high_seas,2018,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,119.7477423588,147888.18363916932
"Atlantic, Northwest",high_seas,2018,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0599338050,31.874815839504755
"Atlantic, Northwest",high_seas,2018,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.0599338050,31.874815839504755
"Atlantic, Northwest",high_seas,2018,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Spain",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,0.0660677199,81.59348062850754
"Atlantic, Northwest",high_seas,2018,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Spain",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.0000330669,0.017586105290761236
"Atlantic, Northwest",high_seas,2018,"Illex illecebrosus","Northern shortfin squid","Cephalopods","Other fishes & inverts","Spain",Industrial,Landings,Unreported,bottom trawl,Other,0.0000330669,0.017586105290761236
"Atlantic, Northwest",high_seas,2018,"Chionoecetes opilio","Snow crab","Lobsters, crabs","Crustaceans","Canada",Industrial,Landings,Reported,pots or traps,Direct human consumption,1.2358255494,4887.380870255718
"Atlantic, Northwest",high_seas,2018,"Chionoecetes opilio","Snow crab","Lobsters, crabs","Crustaceans","Canada",Industrial,Landings,Reported,pots or traps,Fishmeal and fish oil,0.0006185313,1.110678002008021
"Atlantic, Northwest",high_seas,2018,"Chionoecetes opilio","Snow crab","Lobsters, crabs","Crustaceans","Canada",Industrial,Landings,Reported,pots or traps,Other,0.0006185313,1.110678002008021
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Discards,Unreported,bottom trawl,,0.0042250681
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Discards,Unreported,shrimp trawl,,3.2522783610
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Discards,Unreported,longline,,21.8552008879
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Discards,Unreported,hand lines,,34.3994838309
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Discards,Unreported,gillnet,,0.0001070774
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Discards,Unreported,pots or traps,,0.2816587332
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Canada",Industrial,Discards,Unreported,dredge,,0.0048412653
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,longline,,4.7106682169
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Estonia",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,1.6291119614,3582.3503199000434
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Faeroe Isl. (Denmark)",Industrial,Discards,Unreported,bottom trawl,,37.0696767233
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,bottom trawl,,1133.1869687503
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Landings,Reported,bottom trawl,Direct human consumption,450.5490000000,809925.090887286
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.2255000000,137.14081736245
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Landings,Reported,bottom trawl,Other,0.2255000000,137.14081736245
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Discards,Unreported,bottom trawl,,6.2699203796
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Reported,bottom trawl,Direct human consumption,13.9791358000,25829.804944224594
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0087766000,5.486362160372252
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Reported,bottom trawl,Other,0.0120876000,7.55610956973264
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Portugal",Industrial,Discards,Unreported,bottom trawl,,101.2694916694
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Portugal",Industrial,Discards,Unreported,unknown by source,,0.0003515080
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Portugal",Industrial,Landings,Reported,bottom trawl,Direct human consumption,18.8506956522,24495.863977203637
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Portugal",Industrial,Landings,Reported,bottom trawl,Other,0.0188695652,8.295539543260867
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Portugal",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,118.0000000000,153337.150132
"Atlantic, Northwest",high_seas,2019,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Discards,Unreported,bottom trawl,,37.8062208157
