area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Reported,longline,Direct human consumption,40.2080138605,25597.279537962248
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Reported,purse seine,Direct human consumption,0.3634475380,231.37845755438138
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Reported,gillnet,Direct human consumption,6.1016313148,3884.428684886046
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Reported,other,Direct human consumption,10.3927039975,6616.217112924345
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Reported,other,Fishmeal and fish oil,0.0065249102,6.43284503167033e-05
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Reported,other,Other,0.0089864531,8.859656086049065e-05
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,0.3058681532,194.72219263456313
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.0001920349,1.8932536040848657e-06
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Unreported,bottom trawl,Other,0.0002644807,2.607489490775041e-06
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Unreported,longline,Direct human consumption,8.3492641142,5315.319682513198
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Unreported,purse seine,Direct human consumption,0.0034424966,2.1915667877657046
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Unreported,gillnet,Direct human consumption,1.0664492048,678.9243184957179
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Norway",Industrial,Landings,Unreported,other,Direct human consumption,0.0380747065,24.23917055410518
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Discards,Unreported,bottom trawl,,15311.1608513849
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Discards,Unreported,pelagic trawl,,0.2968128341
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Discards,Unreported,longline,,612.7267797111
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Discards,Unreported,purse seine,,7.0104364623
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Discards,Unreported,unknown class,,2435.5417609138
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,bottom trawl,Direct human consumption,772.8295598805,502019.05675728736
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,177.5896120112,115359.6784335286
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,longline,Direct human consumption,188.2275510690,122269.93188252163
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,purse seine,Direct human consumption,33.8265927640,21973.272082576976
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,170.6592196238,110857.79440903808
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0854150248,0.000533297078240486
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.0854150248,0.000533297078240486
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Unreported,unknown class,Direct human consumption,2077.8879953375,1349766.3982055467
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Discards,Unreported,bottom trawl,,307.1190913505
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Discards,Unreported,purse seine,,6.3952701042
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Discards,Unreported,unknown class,,3.1976350521
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Direct human consumption,33.8326319225,16969.378881865818
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0169332492,0.00011965348850561827
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,bottom trawl,Other,0.0169332492,0.00011965348850561827
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,shrimp trawl,Direct human consumption,0.0628612500,31.52921623594043
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,purse seine,Direct human consumption,64.0684861312,32134.72773967807
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.0320663094,0.00022658650637706623
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,purse seine,Other,0.0320663094,0.00022658650637706623
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Reported,unknown class,Direct human consumption,30.8413007662,15469.021715758301
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,706.9593347629,354588.4586552046
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.3538335009,0.002500253330265701
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,bottom trawl,Other,0.3538335009,0.002500253330265701
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,shrimp trawl,Direct human consumption,0.0161553412,8.10300857263672
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,purse seine,Direct human consumption,12.3241837862,6181.421077617005
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Spain",Industrial,Landings,Unreported,unknown class,Direct human consumption,8.4048005659,4215.582327610179
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Discards,Unreported,bottom trawl,,0.0035026454
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Discards,Unreported,shrimp trawl,,0.0000528000
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Discards,Unreported,pelagic trawl,,0.0000074100
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Discards,Unreported,lines,,0.0000001520
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Discards,Unreported,longline,,0.0000026600
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Discards,Unreported,hand lines,,0.0000018018
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Discards,Unreported,purse seine,,0.0002450630
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Discards,Unreported,gillnet,,0.0000064200
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Discards,Unreported,other,,0.0000241000
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Discards,Unreported,pots or traps,,0.0000002961
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Discards,Unreported,other nets,,0.0000215493
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.0520705798,37.94988774040135
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0000260614,3.148916452572762e-07
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,bottom trawl,Other,0.0000260614,3.148916452572762e-07
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,shrimp trawl,Direct human consumption,0.0007859280,0.572797143313824
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0001103000,0.0803884387724
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,lines,Direct human consumption,0.0000022600,0.00164712485608
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,longline,Direct human consumption,0.0000396000,0.028861125796800002
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,hand lines,Direct human consumption,0.0000267434,0.019491057722396538
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.0000000134,1.6172831066045832e-10
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,hand lines,Other,0.0000000134,1.6172831066045832e-10
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,purse seine,Direct human consumption,0.0036461490,2.6573728525978924
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,gillnet,Direct human consumption,0.0000956000,0.06967483904480001
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,other,Direct human consumption,0.0003578490,0.260806187001492
"Atlantic, Northeast",high_seas,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sweden",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.0000043976,0.0032050555932427367
