"X","Y","region"
-72.4543843306719,33.0651970071366,"NCFL"
-72.4674044733375,33.0526140905684,"NCFL"
-72.4804952343673,33.040084653085,"NCFL"
-72.493656423105,33.0276090400261,"NCFL"
-72.5068877508688,33.015187435752,"NCFL"
-72.5201887428159,33.0028202692404,"NCFL"
-72.5335592055926,32.9905076430139,"NCFL"
-72.546998757886,32.9782499051099,"NCFL"
-72.5605068268283,32.9660475609471,"NCFL"
-72.5740834106205,32.9539006366056,"NCFL"
-72.5877279381935,32.9418093973864,"NCFL"
-72.6014402170921,32.9297741886286,"NCFL"
-72.6152200557607,32.9177953583695,"NCFL"
-72.6290665953466,32.9058730900719,"NCFL"
-72.6429799302792,32.8940078127111,"NCFL"
-72.6569594876898,32.8821997106488,"NCFL"
-72.6710050769223,32.8704489700449,"NCFL"
-72.6851164119923,32.8587558561985,"NCFL"
-72.6992930126619,32.8471207153493,"NCFL"
-72.7135344031895,32.8355438937365,"NCFL"
-72.7278404873481,32.8240254983784,"NCFL"
-72.7422105960416,32.8125659528569,"NCFL"
-72.7566448245987,32.8011653641909,"NCFL"
-72.7711425048221,32.7898241595578,"NCFL"
-72.7857032536017,32.7785424432798,"NCFL"
-72.8003269774076,32.7673205606958,"NCFL"
-72.8150131960019,32.7561587798044,"NCFL"
-72.8297612420873,32.7450572849663,"NCFL"
-72.8445711138654,32.7340163405822,"NCFL"
-72.8594425271505,32.7230362137507,"NCFL"
-72.8743748101487,32.7121172516103,"NCFL"
-72.8893677740032,32.7012595566836,"NCFL"
-72.9044211318295,32.6904634779076,"NCFL"
-72.9195342136328,32.6797291978451,"NCFL"
-72.9347070212117,32.6690570636332,"NCFL"
-72.949938978101,32.6584472614329,"NCFL"
-72.9652297047865,32.6478998928664,"NCFL"
-72.9805789143851,32.6374153869111,"NCFL"
-72.9968000059151,32.6264465528666,"NCFL"
-73.0118529806303,32.616365579908,"NCFL"
-73.0273752476691,32.606070899253,"NCFL"
-73.042954467874,32.5958400605712,"NCFL"
-73.0585904505885,32.5856731699815,"NCFL"
-73.0742827173731,32.5755705719253,"NCFL"
-73.0900306953599,32.5655323707231,"NCFL"
-73.1058340023368,32.5555589926539,"NCFL"
-73.1216925420767,32.545650300122,"NCFL"
-73.1376058370393,32.5358069604235,"NCFL"
-73.153573505912,32.5260289160022,"NCFL"
-73.1695951655839,32.5163164321582,"NCFL"
-73.1856702431868,32.5066697723926,"NCFL"
-73.2017987378212,32.4970891219662,"NCFL"
-73.2179799821902,32.48757466434,"NCFL"
-73.2342134960555,32.4781269067317,"NCFL"
-73.2504991858883,32.4687456288083,"NCFL"
-73.2668367648044,32.4594311750092,"NCFL"
-73.2832253721529,32.4501840525528,"NCFL"
-73.2996649117058,32.4410040420036,"NCFL"
-73.31615500395,32.431891728821,"NCFL"
-73.3326951677475,32.4228470563469,"NCFL"
-73.3492851189129,32.413870285386,"NCFL"
-73.3659243781071,32.404961762176,"NCFL"
-73.3826126593464,32.3961215083017,"NCFL"
-73.399349484191,32.3873497872634,"NCFL"
-73.4161342797727,32.3786468625634,"NCFL"
-73.4329671432186,32.3700129167634,"NCFL"
-73.4498472111795,32.3614481342247,"NCFL"
-73.4667742947975,32.3529526138728,"NCFL"
-73.4837480118608,32.3445266201084,"NCFL"
-73.5007679792583,32.3361704164321,"NCFL"
-73.5178337203496,32.3278840208317,"NCFL"
-73.5349448511236,32.3196677004049,"NCFL"
-73.5521010855962,32.3115217950956,"NCFL"
-73.5693018508991,32.3034464083257,"NCFL"
-73.586546764821,32.2954415580822,"NCFL"
-73.6038355413767,32.2875075069667,"NCFL"
-73.621167795657,32.2796444366418,"NCFL"
-73.6298329200529,32.27574739093,"NCFL"
-73.6402827085797,32.2665940578702,"NCFL"
-73.654019929276,32.2546626281784,"NCFL"
-73.6678237528635,32.2427881714376,"NCFL"
-73.6816933222885,32.23097087021,"NCFL"
-73.6956286357525,32.2192109133539,"NCFL"
-73.7096292166145,32.2075086480064,"NCFL"
-73.723694682663,32.1958645040446,"NCFL"
-73.7378248423419,32.1842785048497,"NCFL"
-73.7520192172127,32.17275099936,"NCFL"
-73.7662775221895,32.1612822528742,"NCFL"
-73.7805992770346,32.1498725351901,"NCFL"
-73.7949842928905,32.1385222743842,"NCFL"
-73.8094321866458,32.1272314929396,"NCFL"
-73.8239426723161,32.1160004597543,"NCFL"
-73.8385152705626,32.1048296038036,"NCFL"
